sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,accessories_size,accessories_type,apparel_type,author_artist,bag_luggage_type,bedding_pattern,bed_bath_type,books_music_type,camera_megapixels,camera_type,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,decor_type,description,electronic_type,fit,format,frame_style,gallery,gender,gendered,genre,gift_message_available,gift_wrapping_available,gift_wrapping_price,has_options,homeware_style,home_decor_type,image,image_label,jewelry_type,length,lens_type,luggage_size,luggage_style,luggage_travel_style,manufacturer,material,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,necklace_length,news_from_date,news_to_date,occasion,options_container,page_layout,price,required_options,shoe_size,shoe_type,short_description,size,sleeve_length,small_image,small_image_label,special_from_date,special_price,special_to_date,status,style,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,width,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled,_custom_option_store,_custom_option_type,_custom_option_title,_custom_option_is_required,_custom_option_price,_custom_option_sku,_custom_option_max_characters,_custom_option_sort_order,_custom_option_row_title,_custom_option_row_price,_custom_option_row_sku,_custom_option_row_sort,_super_products_sku,_super_attribute_code,_super_attribute_option,_super_attribute_price_corr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/h/shw003b_4.jpg,,2,0,,,,,,,,,,,,,,,,
shw0037,,Shoes,simple,,,,,,,,,,,,,,Red,,,"2013-04-18 14:05:37",,,,,,"Snakeskin leather. Cut out vamp detail. Contrast leather lining. 2.5"" heel. Made in Italy.",,,,,,,,,,,,0,,,/s/h/shw003a_4.jpg,,,,,,,,,,,,,,,,,,"Annie Pump",,,,,"Product Info Column",,390.0000,0,7,D'orsay,"Add a spicy punch to new season looks.",,,/s/h/shw003a_4.jpg,,,,,1,,2,/s/h/shw003a_4.jpg,,"2013-04-23 10:18:47",annie-pump,annie-pump-874.html,1,1.5000,M,19.0000,1.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/s/h/shw003a_4.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/h/shw003b_4.jpg,,2,0,,,,,,,,,,,,,,,,
shw0038,,Shoes,simple,,,,,,,,,,,,,,Red,,,"2013-04-18 14:05:37",,,,,,"Snakeskin leather. Cut out vamp detail. Contrast leather lining. 2.5"" heel. Made in Italy.",,,,,,,,,,,,0,,,/s/h/shw003a_4.jpg,,,,,,,,,,,,,,,,,,"Annie Pump",,,,,"Product Info Column",,390.0000,0,8,D'orsay,"Add a spicy punch to new season looks.",,,/s/h/shw003a_4.jpg,,,,,1,,2,/s/h/shw003a_4.jpg,,"2013-04-23 10:18:47",annie-pump,annie-pump-875.html,1,1.5000,M,19.0000,1.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/s/h/shw003a_4.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/h/shw003b_4.jpg,,2,0,,,,,,,,,,,,,,,,
shw0039,,Shoes,simple,,,,,,,,,,,,,,Red,,,"2013-04-18 14:05:37",,,,,,"Snakeskin leather. Cut out vamp detail. Contrast leather lining. 2.5"" heel. Made in Italy.",,,,,,,,,,,,0,,,/s/h/shw003a_4.jpg,,,,,,,,,,,,,,,,,,"Annie Pump",,,,,"Product Info Column",,390.0000,0,9,D'orsay,"Add a spicy punch to new season looks.",,,/s/h/shw003a_4.jpg,,,,,1,,2,/s/h/shw003a_4.jpg,,"2013-04-23 10:18:47",annie-pump,annie-pump-876.html,1,1.5000,M,19.0000,1.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/s/h/shw003a_4.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/h/shw003b_4.jpg,,2,0,,,,,,,,,,,,,,,,
shw00310,,Shoes,simple,,,,,,,,,,,,,,Red,,,"2013-04-18 14:05:37",,,,,,"Snakeskin leather. Cut out vamp detail. Contrast leather lining. 2.5"" heel. Made in Italy.",,,,,,,,,,,,0,,,/s/h/shw003a_4.jpg,,,,,,,,,,,,,,,,,,"Annie Pump",,,,,"Product Info Column",,390.0000,0,10,D'orsay,"Add a spicy punch to new season looks.",,,/s/h/shw003a_4.jpg,,,,,1,,2,/s/h/shw003a_4.jpg,,"2013-04-23 10:18:47",annie-pump,annie-pump-877.html,1,1.5000,M,19.0000,1.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/s/h/shw003a_4.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/h/shw003b_4.jpg,,2,0,,,,,,,,,,,,,,,,
shw0046,,Shoes,simple,,,,,,,,,,,,,,Ivory,,,"2013-04-18 14:05:37",,,,,,"Dyed mohair upper. 3.5"" heel. Leather insole and lining. Imported.",,,,,,,,,,,,0,,,/s/h/shw004a_4.jpg,,,,,,,,,,,,,,,,,,"Broadway Pump",,,,,"Product Info Column",,410.0000,0,6,Pumps,"Be after-dark chic with our contemporary mohair creation. The attention grabbing pair fits well with the season's trend of neutral hues.",,,/s/h/shw004a_4.jpg,,,,,1,,2,/s/h/shw004a_4.jpg,,"2013-04-23 10:18:48",broadway-pump,broadway-pump.html,1,1.5000,M,19.0000,1.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/s/h/shw004a_4.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/h/shw004b_4.jpg,,2,0,,,,,,,,,,,,,,,,
shw0047,,Shoes,simple,,,,,,,,,,,,,,Ivory,,,"2013-04-18 14:05:37",,,,,,"Dyed mohair upper. 3.5"" heel. Leather insole and lining. Imported.",,,,,,,,,,,,0,,,/s/h/shw004a_4.jpg,,,,,,,,,,,,,,,,,,"Broadway Pump",,,,,"Product Info Column",,410.0000,0,7,Pumps,"Be after-dark chic with our contemporary mohair creation. The attention grabbing pair fits well with the season's trend of neutral hues.",,,/s/h/shw004a_4.jpg,,,,,1,,2,/s/h/shw004a_4.jpg,,"2013-04-23 10:18:48",broadway-pump,broadway-pump-875.html,1,1.5000,M,19.0000,1.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/s/h/shw004a_4.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/h/shw004b_4.jpg,,2,0,,,,,,,,,,,,,,,,
shw0048,,Shoes,simple,,,,,,,,,,,,,,Ivory,,,"2013-04-18 14:05:37",,,,,,"Dyed mohair upper. 3.5"" heel. Leather insole and lining. Imported.",,,,,,,,,,,,0,,,/s/h/shw004a_4.jpg,,,,,,,,,,,,,,,,,,"Broadway Pump",,,,,"Product Info Column",,410.0000,0,8,Pumps,"Be after-dark chic with our contemporary mohair creation. The attention grabbing pair fits well with the season's trend of neutral hues.",,,/s/h/shw004a_4.jpg,,,,,1,,2,/s/h/shw004a_4.jpg,,"2013-04-23 10:18:48",broadway-pump,broadway-pump-876.html,1,1.5000,M,19.0000,1.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/s/h/shw004a_4.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/h/shw004b_4.jpg,,2,0,,,,,,,,,,,,,,,,
shw0049,,Shoes,simple,,,,,,,,,,,,,,Ivory,,,"2013-04-18 14:05:37",,,,,,"Dyed mohair upper. 3.5"" heel. Leather insole and lining. Imported.",,,,,,,,,,,,0,,,/s/h/shw004a_4.jpg,,,,,,,,,,,,,,,,,,"Broadway Pump",,,,,"Product Info Column",,410.0000,0,9,Pumps,"Be after-dark chic with our contemporary mohair creation. The attention grabbing pair fits well with the season's trend of neutral hues.",,,/s/h/shw004a_4.jpg,,,,,1,,2,/s/h/shw004a_4.jpg,,"2013-04-23 10:18:48",broadway-pump,broadway-pump-877.html,1,1.5000,M,19.0000,1.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/s/h/shw004a_4.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/h/shw004b_4.jpg,,2,0,,,,,,,,,,,,,,,,
shw00410,,Shoes,simple,,,,,,,,,,,,,,Ivory,,,"2013-04-18 14:05:37",,,,,,"Dyed mohair upper. 3.5"" heel. Leather insole and lining. Imported.",,,,,,,,,,,,0,,,/s/h/shw004a_4.jpg,,,,,,,,,,,,,,,,,,"Broadway Pump",,,,,"Product Info Column",,410.0000,0,10,Pumps,"Be after-dark chic with our contemporary mohair creation. The attention grabbing pair fits well with the season's trend of neutral hues.",,,/s/h/shw004a_4.jpg,,,,,1,,2,/s/h/shw004a_4.jpg,,"2013-04-23 10:18:48",broadway-pump,broadway-pump-878.html,1,1.5000,M,19.0000,1.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/s/h/shw004a_4.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/h/shw004b_4.jpg,,2,0,,,,,,,,,,,,,,,,
shw0056,,Shoes,simple,,,,,,,,,,,,,,Green,,,"2013-04-18 14:05:37",,,,,,"Suede upper. Rubber 0.5"" heel. Domestic.",,,,,,,,,,,,0,,,/s/h/shw005a_4.jpg,,,,,,,,,,,,,,,,,,"Ellis Flat",,,,,"Product Info Column",,250.0000,0,6,Flat,"A pop of green is a fantastic to lift your favorite outfit. Wear with everything from skinny jeans to day dresses.",,,/s/h/shw005a_4.jpg,,,,,1,,2,/s/h/shw005a_4.jpg,,"2013-04-23 10:18:48",ellis-flat,ellis-flat.html,1,1.5000,M,19.0000,1.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/s/h/shw005a_4.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/h/shw005b_4.jpg,,2,0,,,,,,,,,,,,,,,,
shw0057,,Shoes,simple,,,,,,,,,,,,,,Green,,,"2013-04-18 14:05:37",,,,,,"Suede upper. Rubber 0.5"" heel. Domestic.",,,,,,,,,,,,0,,,/s/h/shw005a_4.jpg,,,,,,,,,,,,,,,,,,"Ellis Flat",,,,,"Product Info Column",,250.0000,0,7,Flat,"A pop of green is a fantastic to lift your favorite outfit. Wear with everything from skinny jeans to day dresses.",,,/s/h/shw005a_4.jpg,,,,,1,,2,/s/h/shw005a_4.jpg,,"2013-04-23 10:18:48",ellis-flat,ellis-flat-876.html,1,1.5000,M,19.0000,1.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/s/h/shw005a_4.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/h/shw005b_4.jpg,,2,0,,,,,,,,,,,,,,,,
shw0058,,Shoes,simple,,,,,,,,,,,,,,Green,,,"2013-04-18 14:05:37",,,,,,"Suede upper. Rubber 0.5"" heel. Domestic.",,,,,,,,,,,,0,,,/s/h/shw005a_4.jpg,,,,,,,,,,,,,,,,,,"Ellis Flat",,,,,"Product Info Column",,250.0000,0,8,Flat,"A pop of green is a fantastic to lift your favorite outfit. Wear with everything from skinny jeans to day dresses.",,,/s/h/shw005a_4.jpg,,,,,1,,2,/s/h/shw005a_4.jpg,,"2013-04-23 10:18:48",ellis-flat,ellis-flat-877.html,1,1.5000,M,19.0000,1.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/s/h/shw005a_4.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/h/shw005b_4.jpg,,2,0,,,,,,,,,,,,,,,,
shw0059,,Shoes,simple,,,,,,,,,,,,,,Green,,,"2013-04-18 14:05:37",,,,,,"Suede upper. Rubber 0.5"" heel. Domestic.",,,,,,,,,,,,0,,,/s/h/shw005a_4.jpg,,,,,,,,,,,,,,,,,,"Ellis Flat",,,,,"Product Info Column",,250.0000,0,9,Flat,"A pop of green is a fantastic to lift your favorite outfit. Wear with everything from skinny jeans to day dresses.",,,/s/h/shw005a_4.jpg,,,,,1,,2,/s/h/shw005a_4.jpg,,"2013-04-23 10:18:48",ellis-flat,ellis-flat-878.html,1,1.5000,M,19.0000,1.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/s/h/shw005a_4.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/h/shw005b_4.jpg,,2,0,,,,,,,,,,,,,,,,
shw00510,,Shoes,simple,,,,,,,,,,,,,,Green,,,"2013-04-18 14:05:37",,,,,,"Suede upper. Rubber 0.5"" heel. Domestic.",,,,,,,,,,,,0,,,/s/h/shw005a_4.jpg,,,,,,,,,,,,,,,,,,"Ellis Flat",,,,,"Product Info Column",,250.0000,0,10,Flat,"A pop of green is a fantastic to lift your favorite outfit. Wear with everything from skinny jeans to day dresses.",,,/s/h/shw005a_4.jpg,,,,,1,,2,/s/h/shw005a_4.jpg,,"2013-04-23 10:18:48",ellis-flat,ellis-flat-879.html,1,1.5000,M,19.0000,1.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/s/h/shw005a_4.jpg,,1,0,,,,,,,,,,,,,,,,
Pmo000,,Clothing,configurable,,,,,,Outerwear,,,,,,,,Black,,,"2013-04-19 11:37:14",,,,,,"Double breasted overcoat with front button front closure and belt.Two side slit pockets and vented back. Two interior patch pockets. Available in Black. Imported. Poly/cotton/polyurethane. Dry clean.",,Regular,,,,Male,,,,,,1,,,/p/m/pmo000a_8.jpg,,,,,,,,,,/privatesale/Pmo000t.jpg,,,,,,"Use config","Use config","Thomas Overcoat",,,,,"Product Info Column",,590.0000,1,,,"Sharply tailored and perfect for spring season.",,"Long Sleeve",/p/m/pmo000c_8.jpg,,,,,1,,2,/p/m/pmo000t_8.jpg,,"2013-05-08 01:11:47",thomas-overcoat,thomas-overcoat-813.html,4,,,0.0000,1.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/m/pmo000t_8.jpg,,1,0,,,,,,,,,,,,,Pmo000xs,size,XS,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/p/m/pmo000a_8.jpg,,2,0,,,,,,,,,,,,,Pmo000s,size,S,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/p/m/pmo000b_8.jpg,,3,0,,,,,,,,,,,,,Pmo000m,size,M,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/p/m/pmo000c_8.jpg,,4,0,,,,,,,,,,,,,Pmo000l,size,L,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pmo000xl,size,XL,
Pmo001,,Clothing,configurable,,,,,,Blazers,,,,,,,,Black,,,"2013-04-19 11:37:14",,,,,,"Two-button closure. Notch lapels. Front welt pockets and chest pocket. Single vent. Fully lined with interior pockets. Available in Black. Made in Italy. Wool. Dry clean.",,Regular,,,,Male,,,,,,0,,,/p/m/pmo001a_4.jpg,,,,,,,,,,/privatesale/Pmo001a.jpg,,,,,,,,"Draper Suit Coat",,,,,"Product Info Column",,510.0000,0,,,"A smart suit coat made from refined wool and shaped with a classic sihouette.",,"Long Sleeve",/p/m/pmo001t_4.jpg,,,,,1,,2,/p/m/pmo001t_4.jpg,,"2013-04-23 10:55:36",draper-suit-coat,draper-suit-coat-814.html,4,,,0.0000,1.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/m/pmo001a_4.jpg,,1,0,,,,,,,,,,,,,Pmo001xs,size,XS,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/p/m/pmo001b_4.jpg,,2,0,,,,,,,,,,,,,Pmo001s,size,S,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/p/m/pmo001t_4.jpg,,3,0,,,,,,,,,,,,,Pmo001m,size,M,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pmo001l,size,L,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pmo001xl,size,XL,
Pmo002,,Clothing,configurable,,,,,,Blazers,,,,,,,,Blue,,,"2013-04-19 11:37:14",,,,,,"Two-button closure. Notch lapels. Front welt pockets and chest pocket. Double vent. Fully lined with interior pockets. Available in pinstripe. Made in Italy. Wool. Dry clean.",,Regular,,,,Male,,,,,,0,,,/p/m/pmo002a_4.jpg,,,,,,,,,,/privatesale/Pmo002a.jpg,,,,,,,,"Lincoln Blazer",,,,,"Product Info Column",,455.0000,0,,,"A classic business style finished in subtle pinstripe.",,"Long Sleeve",/p/m/pmo002t_4.jpg,,,,,1,,2,/p/m/pmo002t_4.jpg,,"2013-04-23 10:55:36",lincoln-blazer,lincoln-blazer-815.html,4,,,0.0000,1.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/m/pmo002a_4.jpg,,1,0,,,,,,,,,,,,,Pmo002xs,size,XS,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/p/m/pmo002b_4.jpg,,2,0,,,,,,,,,,,,,Pmo002s,size,S,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/p/m/pmo002t_4.jpg,,3,0,,,,,,,,,,,,,Pmo002m,size,M,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pmo002l,size,L,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pmo002xl,size,XL,
Pmp000,,Clothing,configurable,,,,,,Denim,,,,,,,,Black,,,"2013-04-19 11:37:14",,,,,,"Cotton skinny leg jean with five pockets. 9.5"" rise. 34.5"" inseam. 13"" leg opening. Imported. Available in Black and Olive. Cotton/elastane. Machine wash.",,Skinny,,,,Male,,,,,,1,,,/p/m/pmp000a_4.jpg,,,,,,,,,,/privatesale/Pmp000a.jpg,,,,,,"Use config","Use config","Bushwick Skinny Jean",,,,,"Product Info Column",,195.0000,1,,,"An ultra slim jean made from stretch denim to achieve a comfortable Eurpoean street style.",,,/p/m/pmp000a_4.jpg,,,,,1,,2,/p/m/pmp000a_4.jpg,,"2013-05-03 22:10:08",bushwick-skinny-jean,bushwick-skinny-jean-818.html,4,,,0.0000,1.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/m/pmp000a_4.jpg,,1,0,,,,,,,,,,,,,Pmp00028,size,28,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/p/m/pmp000b_4.jpg,,2,0,,,,,,,,,,,,,Pmp00030,size,30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pmp00031,size,31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pmp00032,size,32,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pmp00034,size,34,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pmp00036,size,36,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pmp00038,size,38,
